,,,,,,,,,,,
,,,,,,,,,,,
,Date,Course,Hole,Par,Score,FIR,GIR,Scrambling,Putts
,8/29/2025,Furnance Brook,8,4,4,,Y,,2
,8/29/2025,Furnance Brook,9,4,5,,N,N,2
,8/30/2025,Furnance Brook,1,4,5,,N,N,2
,8/30/2025,Furnance Brook,2,4,4,,N,Y,1
,8/30/2025,Furnance Brook,3,4,5,,N,N,2
,8/30/2025,Furnance Brook,4,4,4,,Y,,2
,8/30/2025,Furnance Brook,5,4,4,,Y,,2
,8/30/2025,Furnance Brook,6,3,3,,Y,,2
,8/30/2025,Furnance Brook,7,4,5,,N,N,1
,8/30/2025,Furnance Brook,8,4,4,,Y,,2
,8/30/2025,Furnance Brook,9,4,5,,N,N,2
,8/30/2025,Furnance Brook,1,4,4,,Y,,2
,8/30/2025,Furnance Brook,2,4,4,,Y,,2
,8/30/2025,Furnance Brook,3,4,5,,N,N,2
,8/30/2025,Furnance Brook,4,4,4,,Y,,2
,8/30/2025,Furnance Brook,5,4,5,,Y,,3
,8/30/2025,Furnance Brook,6,3,3,,Y,,2
,8/30/2025,Furnance Brook,7,4,3,,Y,,1
,8/30/2025,Furnance Brook,8,4,5,,N,N,2
,8/30/2025,Furnance Brook,9,4,5,,N,N,2
,8/30/2025,Furnance Brook,1,4,4,,N,Y,1
,8/30/2025,Furnance Brook,2,4,4,,Y,,2
,8/30/2025,Furnance Brook,3,4,4,,Y,,2
,8/30/2025,Furnance Brook,4,4,4,,Y,,2
,8/30/2025,Furnance Brook,5,4,5,,N,N,2
,8/30/2025,Furnance Brook,6,3,3,,Y,,2
,8/30/2025,Furnance Brook,7,4,5,,N,N,2
,8/30/2025,Furnance Brook,8,4,4,,N,Y,1
,8/30/2025,Furnance Brook,9,4,4,,Y,,2
,8/31/2025,Furnance Brook,1,4,4,,Y,,2
,8/31/2025,Furnance Brook,2,4,5,,N,N,1
,8/31/2025,Furnance Brook,3,4,5,,N,N,2
,8/31/2025,Furnance Brook,4,4,5,,Y,,3
,8/31/2025,Furnance Brook,5,4,5,,Y,,3
,8/31/2025,Furnance Brook,6,3,3,,Y,,2
,8/31/2025,Furnance Brook,7,4,4,,N,Y,1
,8/31/2025,Furnance Brook,8,4,4,,Y,,2
,8/31/2025,Furnance Brook,9,4,6,,N,N,2
,8/31/2025,Furnance Brook,1,4,3,,Y,,1
,8/31/2025,Furnance Brook,2,4,4,,Y,,2
,8/31/2025,Furnance Brook,3,4,4,,Y,,2
,8/31/2025,Furnance Brook,4,4,4,,Y,,2
,8/31/2025,Furnance Brook,5,4,4,,Y,,2
,8/31/2025,Furnance Brook,6,3,3,,Y,,2
,8/31/2025,Furnance Brook,7,4,4,,N,Y,1
,8/31/2025,Furnance Brook,8,4,4,,Y,,2
,8/31/2025,Furnance Brook,9,4,6,,N,N,1
,9/1/2025,Furnance Brook,1,4,4,,Y,,2
,9/1/2025,Furnance Brook,2,4,4,,Y,,2
,9/1/2025,Furnance Brook,3,4,5,,N,N,2
,9/1/2025,Furnance Brook,4,4,5,,N,N,2
,9/1/2025,Furnance Brook,5,4,4,,Y,,2
,9/1/2025,Furnance Brook,6,3,3,,Y,,2
,9/1/2025,Furnance Brook,7,4,4,,Y,,2
,9/1/2025,Furnance Brook,8,4,4,,Y,,2
,9/1/2025,Furnance Brook,9,4,5,,Y,,3
,9/1/2025,Furnance Brook,1,4,5,,N,N,2
,9/1/2025,Furnance Brook,2,4,4,,Y,,2
,9/1/2025,Furnance Brook,3,4,5,,Y,,3
,9/1/2025,Furnance Brook,4,4,4,,Y,,2
,9/1/2025,Furnance Brook,5,4,4,,Y,,2
,9/1/2025,Furnance Brook,6,3,4,,N,N,1
,9/1/2025,Furnance Brook,7,4,4,,Y,,2
,9/1/2025,Furnance Brook,8,4,4,,Y,,2
,9/1/2025,Furnance Brook,9,4,4,,Y,,2
,9/10/2025,Furnance Brook,1,4,5,,N,N,2
,9/10/2025,Furnance Brook,2,4,4,,Y,,2
,9/10/2025,Furnance Brook,3,4,5,,Y,,3
,9/10/2025,Furnance Brook,4,4,4,,N,Y,1
,9/10/2025,Furnance Brook,5,4,4,,Y,,2
,9/10/2025,Furnance Brook,6,3,3,,Y,,2
,9/10/2025,Furnance Brook,7,4,4,,Y,,2
,9/10/2025,Furnance Brook,8,4,4,,Y,,2
,9/10/2025,Furnance Brook,9,4,4,,Y,,2
,9/13/2025,Wedgewood Pines,1,4,4,,Y,,2
,9/13/2025,Wedgewood Pines,2,3,5,,N,N,2
,9/13/2025,Wedgewood Pines,3,5,4,,Y,,1
,9/13/2025,Wedgewood Pines,4,4,5,,N,N,2
,9/13/2025,Wedgewood Pines,5,5,4,,Y,,1
,9/13/2025,Wedgewood Pines,6,3,5,,N,N,2
,9/13/2025,Wedgewood Pines,7,4,4,,Y,,2
,9/13/2025,Wedgewood Pines,8,4,4,,Y,,2
,9/13/2025,Wedgewood Pines,9,4,4,,Y,,2
,9/13/2025,Wedgewood Pines,10,4,3,,Y,,1
,9/13/2025,Wedgewood Pines,11,3,4,,N,N,2
,9/13/2025,Wedgewood Pines,12,4,3,,Y,,1
,9/13/2025,Wedgewood Pines,13,5,5,,Y,,2
,9/13/2025,Wedgewood Pines,14,3,3,,Y,,2
,9/13/2025,Wedgewood Pines,15,5,5,,N,Y,2
,9/13/2025,Wedgewood Pines,16,3,3,,Y,,2
,9/13/2025,Wedgewood Pines,17,4,4,,Y,,2
,9/13/2025,Wedgewood Pines,18,5,5,,Y,,2
,9/20/2025,Furnance Brook,1,4,4,,Y,,2
,9/20/2025,Furnance Brook,2,4,4,,N,Y,1
,9/20/2025,Furnance Brook,3,4,4,,Y,,2
,9/20/2025,Furnance Brook,4,4,4,,N,Y,1
,9/20/2025,Furnance Brook,5,4,4,,Y,,2
,9/20/2025,Furnance Brook,6,3,3,,N,Y,1
,9/20/2025,Furnance Brook,7,4,4,,Y,,2
,9/20/2025,Furnance Brook,8,4,4,,Y,,2
,9/20/2025,Furnance Brook,9,4,4,,Y,,2
,9/20/2025,Furnance Brook,1,4,4,,Y,,2
,9/20/2025,Furnance Brook,2,4,4,,Y,,2
,9/20/2025,Furnance Brook,3,4,4,,N,Y,1
,9/20/2025,Furnance Brook,4,4,5,,N,N,2
,9/20/2025,Furnance Brook,5,4,4,,Y,,2
,9/20/2025,Furnance Brook,6,3,3,,N,Y,1
,9/20/2025,Furnance Brook,7,4,4,,Y,,2
,9/20/2025,Furnance Brook,8,4,5,,N,N,2
,9/20/2025,Furnance Brook,9,4,5,,N,N,2
,9/21/2025,Furnance Brook,1,4,6,,N,N,2
,9/21/2025,Furnance Brook,2,4,5,,N,N,2
,9/21/2025,Furnance Brook,3,4,4,,N,Y,1
,9/21/2025,Furnance Brook,4,4,5,,N,N,2
,9/21/2025,Furnance Brook,5,4,4,,Y,,2
,9/21/2025,Furnance Brook,6,3,3,,Y,,2
,9/21/2025,Furnance Brook,7,4,5,,N,N,2
,9/21/2025,Furnance Brook,8,4,4,,N,Y,1
,9/21/2025,Furnance Brook,9,4,5,,Y,,3
,9/21/2025,Furnance Brook,1,4,5,,N,N,2
,9/21/2025,Furnance Brook,2,4,5,,N,N,2
,9/21/2025,Furnance Brook,3,4,5,,N,N,2
,9/21/2025,Furnance Brook,4,4,4,,Y,,2
,9/21/2025,Furnance Brook,5,4,5,,N,N,2
,9/21/2025,Furnance Brook,6,3,3,,Y,,2
,9/21/2025,Furnance Brook,7,4,4,,Y,,2
,9/21/2025,Furnance Brook,8,4,4,,Y,,2
,9/21/2025,Furnance Brook,9,4,4,,N,Y,1
,9/26/2025,Shaker Hills,1,4,5,,N,N,2
,9/26/2025,Shaker Hills,2,5,5,,N,Y,1
,9/26/2025,Shaker Hills,3,3,3,,Y,,2
,9/26/2025,Shaker Hills,4,4,4,,N,Y,1
,9/26/2025,Shaker Hills,5,5,5,,Y,,2
,9/26/2025,Shaker Hills,6,3,3,,Y,,2
,9/26/2025,Shaker Hills,7,4,5,,Y,,3
,9/26/2025,Shaker Hills,8,4,3,,Y,,1
,9/26/2025,Shaker Hills,9,4,5,,N,N,2
,9/26/2025,Shaker Hills,10,4,4,,N,Y,1
,9/26/2025,Shaker Hills,11,4,5,,Y,,3
,9/26/2025,Shaker Hills,12,4,4,,N,Y,1
,9/26/2025,Shaker Hills,13,3,3,,Y,,2
,9/26/2025,Shaker Hills,14,4,3,,Y,,1
,9/26/2025,Shaker Hills,15,5,7,,N,N,2
,9/26/2025,Shaker Hills,16,3,4,,N,N,2
,9/26/2025,Shaker Hills,17,4,4,,Y,,2
,9/26/2025,Shaker Hills,18,5,4,,Y,,2
,9/27/2025,Furnance Brook,1,4,4,,N,Y,1
,9/27/2025,Furnance Brook,2,4,4,,Y,,2
,9/27/2025,Furnance Brook,3,4,4,,Y,,2
,9/27/2025,Furnance Brook,4,4,5,,N,N,1
,9/27/2025,Furnance Brook,5,4,5,,N,N,2
,9/27/2025,Furnance Brook,6,3,4,,Y,,3
,9/27/2025,Furnance Brook,7,4,4,,Y,,2
,9/27/2025,Furnance Brook,8,4,5,,N,N,2
,9/27/2025,Furnance Brook,9,4,4,,Y,,2
,9/27/2025,Furnance Brook,1,4,4,,N,Y,1
,9/27/2025,Furnance Brook,2,4,3,,Y,,1
,9/27/2025,Furnance Brook,3,4,5,,N,N,2
,9/27/2025,Furnance Brook,4,4,4,,Y,,2
,9/27/2025,Furnance Brook,5,4,3,,Y,,1
,9/27/2025,Furnance Brook,6,3,3,,Y,,2
,9/27/2025,Furnance Brook,7,4,6,,N,N,2
,9/27/2025,Furnance Brook,8,4,4,,N,Y,1
,9/27/2025,Furnance Brook,9,4,5,,N,N,2
,10/11/2025,Wedgewood Pines,1,4,4,,N,Y,1
,10/11/2025,Wedgewood Pines,2,3,4,,N,N,2
,10/11/2025,Wedgewood Pines,3,5,6,,N,N,2
,10/11/2025,Wedgewood Pines,4,4,5,,N,N,1
,10/11/2025,Wedgewood Pines,5,5,5,,Y,,2
,10/11/2025,Wedgewood Pines,6,3,3,,N,Y,1
,10/11/2025,Wedgewood Pines,7,4,4,,N,Y,1
,10/11/2025,Wedgewood Pines,8,4,5,,N,N,2
,10/11/2025,Wedgewood Pines,9,4,5,,N,N,1
,10/11/2025,Wedgewood Pines,10,4,5,,N,N,2
,10/11/2025,Wedgewood Pines,11,3,3,,N,Y,1
,10/11/2025,Wedgewood Pines,12,4,5,,Y,,3
,10/11/2025,Wedgewood Pines,13,5,5,,Y,,2
,10/11/2025,Wedgewood Pines,14,3,3,,Y,,2
,10/11/2025,Wedgewood Pines,15,5,5,,Y,,2
,10/11/2025,Wedgewood Pines,16,3,2,,Y,,1
,10/11/2025,Wedgewood Pines,17,4,4,,Y,,2
,10/11/2025,Wedgewood Pines,18,5,5,,Y,,2
,10/18/2025,Furnance Brook,1,4,5,,N,N,2
,10/18/2025,Furnance Brook,2,4,5,,N,N,2
,10/18/2025,Furnance Brook,3,4,4,,N,Y,1
,10/18/2025,Furnance Brook,4,4,5,,N,N,2
,10/18/2025,Furnance Brook,5,4,4,,N,Y,1
,10/18/2025,Furnance Brook,6,3,3,,Y,,2
,10/18/2025,Furnance Brook,7,4,4,,Y,,2
,10/18/2025,Furnance Brook,8,4,5,,N,N,2
,10/18/2025,Furnance Brook,9,4,5,,Y,,3
,10/18/2025,Furnance Brook,1,4,4,,Y,,2
,10/18/2025,Furnance Brook,2,4,4,,Y,,2
,10/18/2025,Furnance Brook,3,4,5,,Y,,3
,10/18/2025,Furnance Brook,4,4,4,,Y,,2
,10/18/2025,Furnance Brook,5,4,4,,N,Y,1
,10/18/2025,Furnance Brook,6,3,4,,Y,,3
,10/18/2025,Furnance Brook,7,4,4,,Y,,2
,10/18/2025,Furnance Brook,8,4,5,,N,N,1
,10/18/2025,Furnance Brook,9,4,5,,N,N,2
,11/1/2025,Andover CC,1,4,3,,Y,,1
,11/1/2025,Andover CC,2,4,4,,Y,,2
,11/1/2025,Andover CC,3,4,6,,N,N,1
,11/1/2025,Andover CC,4,4,4,,Y,,2
,11/1/2025,Andover CC,5,3,3,,Y,,2
,11/1/2025,Andover CC,6,4,6,,N,N,2
,11/1/2025,Andover CC,7,5,5,,Y,,3
,11/1/2025,Andover CC,8,4,3,,Y,,1
,11/1/2025,Andover CC,9,4,5,,N,N,2
,11/1/2025,Andover CC,10,5,4,,Y,,1
,11/1/2025,Andover CC,11,3,3,,N,Y,1
,11/1/2025,Andover CC,12,4,3,,Y,,1
,11/1/2025,Andover CC,13,4,4,,Y,,2
,11/1/2025,Andover CC,14,5,5,,Y,,2
,11/1/2025,Andover CC,15,3,3,,Y,,2
,11/1/2025,Andover CC,16,4,4,,Y,,2
,11/1/2025,Andover CC,17,4,4,,N,Y,1
,11/1/2025,Andover CC,18,4,4,,N,Y,1
,11/2/2025,Furnance Brook,1,4,4,,Y,,2
,11/2/2025,Furnance Brook,2,4,4,,Y,,2
,11/2/2025,Furnance Brook,3,4,4,,Y,,2
,11/2/2025,Furnance Brook,4,4,5,,N,N,2
,11/2/2025,Furnance Brook,5,4,3,,Y,,1
,11/2/2025,Furnance Brook,6,3,3,,Y,,2
,11/2/2025,Furnance Brook,7,4,4,,N,Y,1
,11/2/2025,Furnance Brook,8,4,4,,Y,,2
,11/2/2025,Furnance Brook,9,4,5,,N,N,2
,11/2/2025,Furnance Brook,1,4,3,,Y,,1
,11/2/2025,Furnance Brook,2,4,4,,Y,,2
,11/2/2025,Furnance Brook,3,4,4,,Y,,2
,11/2/2025,Furnance Brook,4,4,3,,Y,,1
,11/2/2025,Furnance Brook,5,4,4,,Y,,2
,11/2/2025,Furnance Brook,6,3,3,,Y,,2
,11/2/2025,Furnance Brook,7,4,4,,Y,,2
,11/2/2025,Furnance Brook,8,4,4,,N,Y,1
,11/2/2025,Furnance Brook,9,4,4,,N,Y,1
,11/7/2025,Furnance Brook,1,4,4,,N,Y,1
,11/7/2025,Furnance Brook,2,4,4,,Y,,2
,11/7/2025,Furnance Brook,3,4,4,,Y,,2
,11/7/2025,Furnance Brook,4,4,4,,Y,,2
,11/7/2025,Furnance Brook,5,4,4,,N,Y,1
,11/7/2025,Furnance Brook,6,3,2,,Y,,1
,11/7/2025,Furnance Brook,7,4,5,,N,N,2
,11/7/2025,Furnance Brook,8,4,3,,N,Y,0
,11/7/2025,Furnance Brook,9,4,4,,Y,,2
,11/7/2025,Furnance Brook,1,4,5,,N,N,2
,11/7/2025,Furnance Brook,2,4,5,,N,N,2
,11/7/2025,Furnance Brook,3,4,5,,N,N,2
,11/7/2025,Furnance Brook,4,4,4,,Y,,2
,11/7/2025,Furnance Brook,5,4,5,,N,N,2
,11/7/2025,Furnance Brook,6,3,4,,N,N,2
,11/7/2025,Furnance Brook,7,4,4,,Y,,2
,11/7/2025,Furnance Brook,8,4,4,,Y,,2
,11/7/2025,Furnance Brook,9,4,5,,Y,,3
,11/15/2025,Furnance Brook,1,4,5,,N,N,2
,11/15/2025,Furnance Brook,2,4,4,,N,Y,1
,11/15/2025,Furnance Brook,3,4,4,,Y,,2
,11/15/2025,Furnance Brook,4,4,4,,Y,,2
,11/15/2025,Furnance Brook,5,4,4,,Y,,2
,11/15/2025,Furnance Brook,6,3,4,,N,N,2
,11/15/2025,Furnance Brook,7,4,4,,Y,,2
,11/15/2025,Furnance Brook,8,4,4,,Y,,2
,11/15/2025,Furnance Brook,9,4,4,,Y,,2
,11/15/2025,Furnance Brook,1,4,4,,N,Y,1
,11/15/2025,Furnance Brook,2,4,5,,N,N,2
,11/15/2025,Furnance Brook,3,4,6,,N,N,2
,11/15/2025,Furnance Brook,4,4,4,,N,Y,1
,11/15/2025,Furnance Brook,5,4,4,,Y,,2
,11/15/2025,Furnance Brook,6,3,3,,Y,,2
,11/15/2025,Furnance Brook,7,4,3,,Y,,1
,11/15/2025,Furnance Brook,8,4,4,,Y,,2
,11/15/2025,Furnance Brook,9,4,5,,N,N,2
,11/22/2025,Furnance Brook,1,4,5,,N,N,1
,11/22/2025,Furnance Brook,2,4,4,,Y,,1
,11/22/2025,Furnance Brook,3,4,5,,N,N,2
,11/22/2025,Furnance Brook,4,4,5,,Y,,3
,11/22/2025,Furnance Brook,5,4,4,,Y,,2
,11/22/2025,Furnance Brook,6,3,4,,N,N,1
,11/22/2025,Furnance Brook,7,4,4,,N,Y,1
,11/22/2025,Furnance Brook,8,4,4,,Y,,2
,11/22/2025,Furnance Brook,9,4,4,,N,Y,1
,11/22/2025,Furnance Brook,1,4,4,,Y,,2
,11/22/2025,Furnance Brook,2,4,4,,Y,,2
,11/22/2025,Furnance Brook,3,4,4,,Y,,2
,11/22/2025,Furnance Brook,4,4,4,,Y,,2
,11/22/2025,Furnance Brook,5,4,4,,Y,,2
,11/22/2025,Furnance Brook,6,3,3,,N,Y,1
,11/22/2025,Furnance Brook,7,4,4,,Y,,2
,11/22/2025,Furnance Brook,8,4,4,,Y,,2
,11/22/2025,Furnance Brook,9,4,3,,Y,,1
,11/23/2025,Furnance Brook,1,4,4,,N,Y,1
,11/23/2025,Furnance Brook,2,4,5,,N,N,2
,11/23/2025,Furnance Brook,3,4,5,,N,N,2
,11/23/2025,Furnance Brook,4,4,5,,N,N,2
,11/23/2025,Furnance Brook,5,4,5,,N,N,2
,11/23/2025,Furnance Brook,6,3,4,,Y,,3
,11/23/2025,Furnance Brook,7,4,4,,Y,,2
,11/23/2025,Furnance Brook,8,4,3,,Y,,1
,11/23/2025,Furnance Brook,9,4,5,,N,N,2
,11/23/2025,Furnance Brook,1,4,5,,Y,,3
,11/23/2025,Furnance Brook,2,4,5,,Y,,3
,11/23/2025,Furnance Brook,3,4,4,,N,Y,1
,11/23/2025,Furnance Brook,4,4,4,,Y,,2
,11/23/2025,Furnance Brook,5,4,5,,N,N,2
,11/23/2025,Furnance Brook,6,3,2,,Y,,1
,11/23/2025,Furnance Brook,7,4,3,,Y,,1
,11/23/2025,Furnance Brook,8,4,5,,N,N,2
,11/23/2025,Furnance Brook,9,4,4,,Y,,2
,11/28/2025,Furnance Brook,1,4,4,,Y,,2
,11/28/2025,Furnance Brook,2,4,5,,N,N,1
,11/28/2025,Furnance Brook,3,4,5,,N,N,2
,11/28/2025,Furnance Brook,4,4,6,,N,N,3
,11/28/2025,Furnance Brook,5,4,3,,Y,,1
,11/28/2025,Furnance Brook,6,3,4,,N,N,2
,11/28/2025,Furnance Brook,7,4,4,,Y,,2
,11/28/2025,Furnance Brook,8,4,4,,Y,,2
,11/28/2025,Furnance Brook,9,4,6,,N,N,2
,11/28/2025,Furnance Brook,1,4,5,,Y,,3
,11/28/2025,Furnance Brook,2,4,4,,Y,,2
,11/28/2025,Furnance Brook,3,4,4,,N,Y,1
,11/28/2025,Furnance Brook,4,4,5,,N,N,2
,11/28/2025,Furnance Brook,5,4,4,,Y,,2
,11/28/2025,Furnance Brook,6,3,3,,Y,,2
,11/28/2025,Furnance Brook,7,4,4,,N,Y,1
,11/28/2025,Furnance Brook,8,4,5,,N,N,2
,11/28/2025,Furnance Brook,9,4,4,,Y,,2
,12/4/2025,Atlantis CC,1,5,5,,Y,,2
,12/4/2025,Atlantis CC,2,4,5,,N,N,2
,12/4/2025,Atlantis CC,3,4,3,,Y,,1
,12/4/2025,Atlantis CC,4,4,4,,Y,,2
,12/4/2025,Atlantis CC,5,3,3,,Y,,2
,12/4/2025,Atlantis CC,6,4,4,,Y,,2
,12/4/2025,Atlantis CC,7,4,3,,Y,,1
,12/4/2025,Atlantis CC,8,3,3,,N,Y,1
,12/4/2025,Atlantis CC,9,5,5,,N,Y,1
,12/4/2025,Atlantis CC,10,3,3,,N,Y,1
,12/4/2025,Atlantis CC,11,4,4,,Y,,2
,12/4/2025,Atlantis CC,12,5,4,,Y,,2
,12/4/2025,Atlantis CC,13,4,5,,N,N,2
,12/4/2025,Atlantis CC,14,4,5,,N,N,2
,12/4/2025,Atlantis CC,15,4,4,,N,Y,1
,12/4/2025,Atlantis CC,16,4,5,,N,N,2
,12/4/2025,Atlantis CC,17,3,3,,Y,,2
,12/4/2025,Atlantis CC,18,5,5,,Y,,2
,12/5/2025,Opsrey Point,1,4,4,,Y,,2
,12/5/2025,Opsrey Point,2,5,6,,N,N,2
,12/5/2025,Opsrey Point,3,3,3,,Y,,2
,12/5/2025,Opsrey Point,4,4,6,,N,N,3
,12/5/2025,Opsrey Point,5,3,3,,Y,,2
,12/5/2025,Opsrey Point,6,5,5,,Y,,2
,12/5/2025,Opsrey Point,7,4,4,,Y,,2
,12/5/2025,Opsrey Point,8,3,3,,Y,,2
,12/5/2025,Opsrey Point,9,5,4,,Y,,1
,12/5/2025,Opsrey Point,10,4,4,,Y,,2
,12/5/2025,Opsrey Point,11,4,4,,N,Y,1
,12/5/2025,Opsrey Point,12,5,5,,Y,,3
,12/5/2025,Opsrey Point,13,4,4,,Y,,2
,12/5/2025,Opsrey Point,14,3,3,,Y,,2
,12/5/2025,Opsrey Point,15,4,4,,Y,,2
,12/5/2025,Opsrey Point,16,3,3,,Y,,2
,12/5/2025,Opsrey Point,17,4,3,,Y,,1
,12/5/2025,Opsrey Point,18,5,6,,N,N,2
,12/6/2025,North Palm Beach,1,4,4,,Y,,2
,12/6/2025,North Palm Beach,2,4,5,,Y,,3
,12/6/2025,North Palm Beach,3,5,4,,Y,,2
,12/6/2025,North Palm Beach,4,4,4,,Y,,2
,12/6/2025,North Palm Beach,5,3,3,,Y,,2
,12/6/2025,North Palm Beach,6,4,4,,Y,,2
,12/6/2025,North Palm Beach,7,3,4,,Y,,3
,12/6/2025,North Palm Beach,8,4,5,,N,N,2
,12/6/2025,North Palm Beach,9,4,4,,Y,,2
,12/6/2025,North Palm Beach,10,4,6,,N,N,2
,12/6/2025,North Palm Beach,11,4,3,,Y,,1
,12/6/2025,North Palm Beach,12,4,5,,N,N,2
,12/6/2025,North Palm Beach,13,5,4,,Y,,1
,12/6/2025,North Palm Beach,14,4,4,,N,Y,1
,12/6/2025,North Palm Beach,15,3,3,,N,Y,1
,12/6/2025,North Palm Beach,16,4,3,,Y,,1
,12/6/2025,North Palm Beach,17,3,3,,Y,,2
,12/6/2025,North Palm Beach,18,5,5,,Y,,1
,12/13/2025,Furnance Brook,1,4,4,,N,Y,1
,12/13/2025,Furnance Brook,2,4,5,,N,N,1
,12/13/2025,Furnance Brook,3,4,4,,N,Y,1
,12/13/2025,Furnance Brook,4,4,4,,N,Y,1
,12/13/2025,Furnance Brook,5,4,5,,Y,,3
,12/13/2025,Furnance Brook,6,3,4,,N,N,2
,12/13/2025,Furnance Brook,7,4,5,,N,N,2
,12/13/2025,Furnance Brook,8,4,5,,N,N,2
,12/13/2025,Furnance Brook,9,4,4,,Y,,2
,12/13/2025,Furnance Brook,1,4,3,,Y,,1
,12/13/2025,Furnance Brook,2,4,4,,Y,,2
,12/13/2025,Furnance Brook,3,4,4,,Y,,2
,12/13/2025,Furnance Brook,4,4,5,,N,N,2
,12/13/2025,Furnance Brook,5,4,4,,Y,,3
,12/13/2025,Furnance Brook,6,3,4,,N,N,2
,12/13/2025,Furnance Brook,7,4,3,,Y,,1
,12/13/2025,Furnance Brook,8,4,5,,N,N,2
,12/13/2025,Furnance Brook,9,4,5,,N,N,2
